send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts
2026-04-21,2026-04-20,14-227331,I,2026,"Jl. Merdeka, Batu Hula, Kec. Batang Toru, Kabupaten Tapanuli Selatan",Kab. Tapanuli Selataq,,SBM Sibolga III Fuel,Re-CA1,TAG1,CERTIFIED,NOT CERTIFIED,"90,23","96,22","98,17","91,09",87,"49,3",Pasti Pas Good,
2026-04-21,2026-04-20,14-227333,I,2026,"Jl. Raja Inal Siregar, Kec. Angkola Timur, Kabupaten Tapanuli Selatan",Kab. Tapanuli Selata,,SBM Sibolga III Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"91,56","96,22",100,"91,5",86,"57,3",Pasti Pas Good,
2026-04-21,2026-04-17,14-227339,I,2026,"Desa Hutaimbaru I, Kel. Halongonan",Kab Padang Lawas Utr,,SBM Sibolga III Fuel,Re-CA2,Re-CA3,NOT CERTIFIED,NOT CERTIFIED,"66,84","71,11","60,71","73,6",84,"32,4",Basic,Izin Prinsip
2026-04-25,2026-04-24,14-227343,I,2026,"Jl. Sibuhuan - Gunung Tua, Unte Rudang, Barumun Tengah, Kabupaten Padang Lawas,",Kab. Padang Lawas,DODO,SBM Sibolga III Fuel,Re-CAE3,TAGE1,CERTIFIED,NOT CERTIFIED,"86,44","83,89","99,04","92,24",94,"39,16",Pasti Pas Good,
2026-04-26,2026-04-25,14-227348,I,2026,"Jl. Sibuhuan - Gunung Tua, Pgr Jalu Jalu, Kec. Lubuk Barumun, Kabupaten Padang Lawa",Kab. Padang Lawas,DODO,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"88,31","90,67",100,"85,65","81,5",56,Basic,"Masa Berlaku APAR, Izin Prinsip"
2026-04-14,2026-04-11,14-227350,I,2026,"Jl. Lintas Negeri Lama, Negeri Baru, Kec. Bilah Hilir, Kab. Labuhanbatu",Kab. Labuhan Batu,,SBM Sibolga III Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"89,33","92,89",100,"90,99","82,5","50,1",Pasti Pas Good,
2026-04-25,2026-04-24,14-227355,I,2026,"Jl. Tambusai, Ps. Ujung Batu, Kec. Sosa, Kabupaten Padang Lawas",Kab. Padang Lawas,DODO,SBM Sibolga III Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"91,02","96,67",100,"95,69",80,"48,8",Pasti Pas Good,
2026-04-24,2026-04-23,14-228334,I,2026,Jl.Diponegoro KM.5 Ds.Sihero - Nias,Kota Gunung Sitoli,,SBM Sibolga I,Re-CA2,TAG1,CERTIFIED,NOT CERTIFIED,"89,72","96,22",100,"89,92",89,"39,16",Pasti Pas Good,
2026-04-24,2026-04-23,14-228336,I,2026,"Jl.Diponegoro KM.5,7 Ds.Miga - Nias",Kota Gunung Sitoli,,SBM Sibolga I,Re-CA2,TAG1,CERTIFIED,NOT CERTIFIED,"87,77","90,67",100,"88,67",84,"42,1",Pasti Pas Good,
2026-04-23,2026-04-22,14-228341,I,2026,"Jl.Diponegoro,Teluk Dalam",Kab Nias Selatan,,SBM Sibolga I,Re-CA2,Re-CA3,NOT CERTIFIED,NOT CERTIFIED,"46,99","37,78","32,77","70,36",78,"37,7",Basic,"Nol, Masa Berlaku APAR, APAB, Izin Prinsip, HP"
2026-04-22,2026-04-21,14-229323,I,2026,JL.WILLEM ISKANDAR 227 PENYABUNGAN,Kab. Madina,DODO,SBM Sibolga III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"51,14","38,11","60,52","58,77",80,"24,2",Basic,"Nol, DU Dispenser, Masa Berlaku APAR, Salam, Izin Prinsip, Jalur Fast Track, PELUMAS"
2026-04-20,2026-04-16,14-233116,I,2026,"Jl. Banda Aceh - Medan Gp. Lingom, Indrapuri",Kab.Aceh Besar,DODO,SBM Aceh I Fuel,TAGE1,TAGE2,CERTIFIED,CERTIFIED,"93,26","96,67",100,"86,69",99,"70,3",Pasti Pas Good,
2026-04-15,2026-04-14,14-236423,I,2026,"Jl. Meulaboh - Tapaktuan, Gn. Cut, Kec. Darul Makmur, Kabupaten Nagan Raya,",Kab. Nagan Raya,DODO,SBM Aceh I Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"90,4","92,67",100,"92,59",91,"49,9",Pasti Pas Good,
2026-04-22,2026-04-21,14-241403,I,2026,Jl. Banda Aceh-Medan Desa Gintong,Kab Pidie,DODO,SBM Aceh I Fuel,Re-CAE1,TAGE1,CERTIFIED,NOT CERTIFIED,"94,42","96,67",100,"92,6",95,74,Pasti Pas Good,
2026-04-08,2026-04-07,14-241413,I,2026,"Jl. Medan - Banda Aceh, Meuko Kuthang, Bandar Dua, Kabupaten Pidie Jaya",Kab. Pidie Jaya,DODO,SBM Aceh I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"85,03","85,67","97,39","85,45",82,47,Pasti Pas Good,
2026-04-08,2026-04-07,14-242431,I,2026,Gandapura,Kab Bireun,,SBM Aceh II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"91,77","96,67",100,"92,59",95,"47,56",Pasti Pas Good,
2026-04-10,2026-04-08,14-243111,I,2026,"Jl. Banda Aceh - Medan, Gampong Ceubrek, Lhoksukon Aceh Utara",Kab Aceh Utara,DODO,SBM Aceh II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"90,09","92,67","96,97","91,49",95,"54,03",Pasti Pas Good,
2026-04-09,2026-04-08,14-243439,I,2026,"Jl. Medan-B. Aceh, Blang Panyang",Kota Lhokseumawe,DODO,SBM Aceh II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"91,82","96,67","98,08","94,65",86,"58,66",Pasti Pas Good,
2026-04-10,2026-04-08,14-243441,I,2026,"Jl. Medan-B. Aceh, Teupin Punti",Kab Aceh Utara,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,62","96,67",100,"93,09","92,5","47,56",Pasti Pas Good,
2026-04-13,2026-04-10,14-243443,I,2026, jln.medan-banda aceh desa julok tunong.kuta binjei,Kab Aceh Timur,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,89","96,67",100,"87,84",85,"48,33",Pasti Pas Good,
2026-04-09,2026-04-08,14-243455,I,2026,Jl. Medan - Banda Aceh Desa Bathuphat Timur,Kota Lhokseumawe,DODO,SBM Aceh II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"93,06","96,22",100,"92,62",97,"58,9",Pasti Pas Good,
2026-04-13,2026-04-11,14-243486,I,2026,"Jl. Medan-B. Aceh, Idi Timur",Kab Aceh Timur,,SBM Aceh II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"88,29","88,33",100,"89,09",85,"54,76",Pasti Pas Good,
2026-04-14,2026-04-13,14-244429,I,2026,Desa Blang Bitra Kab.A.Timur  Kec.Peureulak,Kab Aceh Timur,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,09","96,67","98,17","93,59",87,"52,21",Pasti Pas Good,
2026-04-20,2026-04-16,14-244430,I,2026,"Jl. Medan-B. Aceh, Kebun Tengah",Kab Aceh Tamiang,DODO,SBM Aceh II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"91,25","96,67","97,26","92,2",92,"54,3",Pasti Pas Good,
2026-04-16,2026-04-15,14-244432,I,2026,"Jl Ahmad Yani No 210, Kota Langsa",Kota Langsa,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,05","96,67","99,04",94,97,"48,33",Pasti Pas Good,
2026-04-15,2026-04-14,14-244433,I,2026,"Jl. Medan - Banda Aceh, Kec. Langsa Timur",Kota Langsa,,SBM Aceh II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"89,84","96,67","98,08","90,84",93,"39,56",Pasti Pas Good,
2026-04-20,2026-04-16,14-244434,I,2026,Kuala Simpang,Kab Aceh Tamiang,,SBM Aceh II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,91,"96,67","98,26","91,1",90,53,Pasti Pas Good,Izin Prinsip
2026-04-15,2026-04-13,14-244479,I,2026,"Jl. Medan-B. Aceh, Peurlak",Kab Aceh Timur,,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,5","96,67",100,"93,6",85,"52,8",Pasti Pas Good,
2026-04-15,2026-04-14,14-244489,I,2026,jln.banda aceh-medan desa bayeun aceh timur,Kab Aceh Timur,DODO,SBM Aceh II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"90,03","96,67","98,08","91,39",85,"48,33",Pasti Pas Good,
2026-04-10,2026-04-09,14-244492,I,2026,"Jl. B. Aceh Medan, Tanjong Minje, Kec. Madat",Kab Aceh Timur,,SBM Aceh II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"89,66","96,67","98,08","89,44",94,"39,56",Pasti Pas Good,
2026-04-10,2026-04-09,14-244494,I,2026,"jln.medan-b.aceh desa meunasah leubok , kec.pante bidari",Kab Aceh Timur,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,94","96,67","98,17","87,45",85,"45,01",Pasti Pas Good,
2026-04-16,2026-04-15,14-244497,I,2026,dusun damai desa alur bemban kecamatan karang baru kabupaten aceh tamiang,Kab Aceh Tamiang,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,08","96,67","98,08","90,35",95,"50,8",Pasti Pas Good,
2026-04-13,2026-04-11,14-245426,I,2026,"Jl. Medan-B. Aceh, Idi Rayeuk",Kab Aceh Timur,DODO,SBM Aceh II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,29","96,67",100,"89,3",87,"57,33",Pasti Pas Good,
2026-04-21,2026-04-17,14-251525,I,2026,Jl. Raya ByPass Kel. Air Pecah,Kota Padang,DODO,SBM Sumatera Barat I Fuel,TAG3,DAG1,CERTIFIED,CERTIFIED,"92,98","96,67",100,"89,02",89,"72,61",Pasti Pas Good,
2026-04-13,2026-04-10,14-251576,I,2026,Jl. Adi negoro No 36 Padang.,Kota Padang,DODO,SBM Sumatera Barat I Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"83,22","78,33","99,04","85,44",89,"40,3",Pasti Pas Good,
2026-04-16,2026-04-15,14-251597,I,2026,Jl. By Pass Km.10 Kota Padang,Kota Padang,DODO,SBM Sumatera Barat I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"91,91","96,67",100,"89,6",94,"55,9",Pasti Pas Good,
2026-04-15,2026-04-13,14-256106,I,2026,Jalan Raya Padang-Bengkulu Kenagarian Taratak Kecamatan Sutera,Kab Pesisir Selatan,DODO,SBM Sumatera Barat I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"88,94","92,67","97,12","87,02",95,"50,8",Pasti Pas Good,
2026-04-16,2026-04-14,14-256561,I,2026,JL. RAYA PAINAN SALIDO NAGARI SALID,Kab Pesisir Selatan,,SBM Sumatera Barat I Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"89,82","92,67",100,"86,39",99,"48,5",Pasti Pas Good,
2026-04-13,2026-04-11,14-261580,I,2026,Jl. Raya Bukittinggi-Payakumbuh KM 10 Kab. Agam,Kab Agam,DODO,SBM Sumatera Barat I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,61","91,67","98,17","87,25",99,"63,1",Pasti Pas Good,
2026-04-15,2026-04-13,14-264527,I,2026,"Ds. Manggopoh, Lubuk Basung",Kab Agam,DODO,SBM Sumatera Barat I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"90,12","96,22",100,"88,61",92,"42,6",Pasti Pas Good,
2026-04-21,2026-04-20,14-271517,I,2026,"Jl. Padang-Bukittinggi, Palapa",Kab Padang Pariaman,DODO,SBM Sumatera Barat I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"86,93","90,22","92,7","86,02",99,"50,1",Pasti Pas Good,
2026-04-07,2026-04-06,14-272110,I,2026,"Jl. Raya Barulak - payakumbuh, Kec. Tanjung Baru",Kab Tanah Datar,DODO,SBM Sumatera Barat II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"92,12","96,67",100,"94,94",89,"52,4",Pasti Pas Good,
2026-04-06,2026-04-02,14-273112,I,2026,"Jalan Lintas Sumatera KM 10 Nagari Sumani. Kecamatan X Koto Singkarak, Kabupaten Solok",Kab Solok,DODO,SBM Sumatera Barat II Fuel,DAG1,DAG2,CERTIFIED,NOT CERTIFIED,"92,82","96,67",100,"96,62",94,"50,9",Pasti Pas Good,
2026-04-11,2026-04-09,14-275572,I,2026,Jl. Sudirman Simpang Kiambang Lima Kaum Batusangkar,Kab Tanah Datar,DODO,SBM Sumatera Barat II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"89,32","96,22",100,"90,9",82,"40,1",Pasti Pas Good,
2026-04-13,2026-04-10,14-281616,I,2026,Jl.Yos Sudarso,Kota Pekanbaru,DODO,SBM Riau I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"88,74","95,67","97,87","91,6",72,"51,6",Pasti Pas Good,
2026-04-13,2026-04-10,14-281629,I,2026,Jl. Durian,Kota Pekanbaru,DODO,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,04","95,33","98,47","91,09",97,"49,86",Pasti Pas Good,
2026-04-21,2026-04-18,14-281649,I,2026,"Suka Maju, Sail, Pekanbaru City, Riau 28127",Kota Pekanbaru,DODO,SBM Riau I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"86,35","92,67","85,43","89,3",92,"58,61",Pasti Pas Good,
2026-04-24,2026-04-23,14-282608,I,2026,Jl.Arengka - Pekanbaru,Kota Pekanbaru,DODO,SBM Riau I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,56","96,67",100,"90,1",84,"41,41",Pasti Pas Good,
2026-04-08,2026-04-08,14-2826114,I,2026,Jl.Riau - Pekanbaru,Kota Pekanbaru,DODO,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,69","96,67","86,76","92,65",97,"64,2",Pasti Pas Good,
2026-04-16,2026-04-15,14-2826117,I,2026,Jl.Subrantas Panam  - Pekanbaru	Kota Pekanbaru,Kodya Pekan Baru,DODO,SBM Riau I Fuel,DAG1,DAG2,CERTIFIED,NOT CERTIFIED,"89,79","93,33",100,"85,45",86,61,Pasti Pas Good,
2026-04-06,2026-04-04,14-2826123,I,2026,Jl. Srikandi - Pekanbaru,Kota Pekanbaru,DODO,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,59","87,67","97,12","91,66",99,"49,06",Pasti Pas Good,
2026-04-22,2026-04-20,14-282621,I,2026,Jl.Sudirman No.99,Kota Pekanbaru,DODO,SBM Riau I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"89,45","95,67",100,"87,76",86,"45,71",Pasti Pas Good,
2026-04-07,2026-04-06,14-282630,I,2026,Jl.Imam Munandar no.11 Pekanbaru,Kota Pekanbaru,,SBM Riau I Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,"90,61","96,67",100,"93,59",83,46,Pasti Pas Good,
2026-04-02,2026-04-01,14-282635,I,2026,"Jl. Arifin Ahmad No.Kelurahan, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru",Kodya Pekan Baru,DODO,SBM Riau I Fuel,DAG1,DAG2,CERTIFIED,NOT CERTIFIED,"91,91","92,67",100,"91,63",96,"61,68",Pasti Pas Good,
2026-04-15,2026-04-14,14-282636,I,2026,"Jl. Soekarno-Hatta, Tampan Pekanbaru",Kota Pekanbaru,,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,49","96,67","98,26","92,59",99,66,Pasti Pas Good,
2026-04-14,2026-04-11,14-282650,I,2026,Jl. Kaharuddin Nasution,Kota Pekanbaru,DODO,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,46","96,67","98,17","90,45",87,"72,21",Pasti Pas Good,
2026-04-22,2026-04-21,14-282682,I,2026,"Jl. Garuda Sakti Km.2,5 - Kampar",Kota Pekanbaru,DODO,SBM Riau I Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,"81,32","80,11","82,66","85,34",97,"45,71",Basic,
2026-04-15,2026-04-13,14-282686,I,2026,"Jl. Siak II, Kel.Palas",Kota Pekanbaru,DODO,SBM Riau I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"91,53","96,67",100,"87,12",96,"54,76",Pasti Pas Good,
2026-04-07,2026-04-06,14-283624,I,2026,Jl.Lintas Timur,Kab Pelalawan,,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,58","96,67","98,08","93,59",97,"67,38",Pasti Pas Good,
2026-04-13,2026-04-11,14-284606,I,2026,Jl. Lintas Pekanbaru - Kuansing No.11 Ds. Lubuk Sakat Kec. Perhentian Raja,Kab.Kampar,DODO,SBM Riau I Fuel,CA,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"86,16","81,22","94,52","86,97",99,"51,01",Basic,"DU Dispenser, Masa Berlaku APAR, Izin Prinsip"
2026-04-10,2026-04-09,14-284647,I,2026,Jl.Petapahan,Kab Kampar,,SBM Riau I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"88,58","92,22","86,76","92,69",98,"65,8",Pasti Pas Good,
2026-04-22,2026-04-20,14-284658,I,2026,"Jl.Lintas Timur, Palas Pangkalan Kuras",Kab Pelalawan,DODO,SBM Riau III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"76,27","78,78","85,88","77,08",77,"35,03",Basic,Jalur Fast Track
2026-04-23,2026-04-22,14-285142,I,2026,Jl. Lingkar Pasir Pangaraian,Kab. Rokan Hulu,DODO,SBM Riau II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"89,26","91,67",100,"91,88",81,"52,7",Pasti Pas Good,
2026-04-25,2026-04-24,14-2856122,I,2026,Jl. Lintas Pekanbaru-Pasir Pangaraian,Kab Rokan Hulu,,SBM Riau II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"91,89","95,22","98,17","95,81",96,"50,61",Pasti Pas Good,
2026-04-24,2026-04-24,14-285677,I,2026,Jl.Raya Ujung Batu - Pasir Pangaraian Kab.Rokan Hulu,Kab Rokan Hulu,,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,36","96,67",100,"91,7",89,"51,21",Pasti Pas Good,
2026-04-09,2026-04-08,14-286141,I,2026,Jl. Pekanbaru-Duri KM.83 Kandis,Kab Siak,DODO,SBM Riau I Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,"90,3","92,67",100,"90,19",87,"57,7",Pasti Pas Good,
2026-04-23,2026-04-22,14-286662,I,2026,Jl.Raya Perawang Km.9 Desa Tualang,Kab Siak,DODO,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,13","92,67","96,17","93,19",98,"50,48",Pasti Pas Good,
2026-04-05,2026-04-04,14-2876121,I,2026,Jl. Lintas Duri-Pekanbaru Km.21 Kel. Balai Raja Kec. Pinggir,Kab Bengkalis,DODO,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,98","86,67",100,"86,09","86,5","60,98",Pasti Pas Good,
2026-04-23,2026-04-22,14-287665,I,2026,"Jl.Raya Muara Basung,Mandau",Kab Bengkalis,,SBM Riau II Fuel,Re-CAE1,Re-CAE2,NOT CERTIFIED,NOT CERTIFIED,"68,09","81,11","56,02","65,7","96,5","29,95",Basic,PELUMAS
2026-04-06,2026-04-06,14-288601,I,2026,Bagan Besar Dumai,Kota Dumai,DODO,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,89","86,33",100,"91,8",77,"49,3",Pasti Pas Good,
2026-04-15,2026-04-14,14-2886101,I,2026,Jl.Lintas Riau,Kab Rokan Hilir,DODO,SBM Riau II Fuel,CA,TAG1,CERTIFIED,NOT CERTIFIED,"83,36","86,67","85,43","86,45",94,"48,8",Pasti Pas Good,
2026-04-07,2026-04-07,14-2886119,I,2026,Jl. Cut Nyak Dien Sembilan Dumai,Kota Dumai,DODO,SBM Riau II Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"90,86","91,22",100,"93,79",87,"60,8",Pasti Pas Good,
2026-04-08,2026-04-07,14-288659,I,2026,Jl.Raya Dumai - Sungai Pakning,Kota Dumai,,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,64","96,67","86,13","87,35",87,"56,31",Pasti Pas Good,
2026-04-20,2026-04-16,14-289137,I,2026,"JL. BINTANG UJUNG, KEL BAGAN JAWA,",Kab. Rokan Hilir,DODO,SBM Riau II Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,"93,11","97,33",100,"94,94",100,"49,3",Pasti Pas Good,
2026-04-20,2026-04-17,14-2896128,I,2026,Jl.Lintas Riau-Sumut Bagan Batu Km.12,Kab Rokan Hilir,DODO,SBM Riau II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,46","92,67","97,39","92,16",99,71,Pasti Pas Excellent,
2026-04-21,2026-04-20,14-2896129,I,2026,JL. LINTAS PUJUD DS. PUJUD,Kab. Rokan Hilir,DODO,SBM Riau II Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"83,81","92,67","85,43","88,74","84,5","41,5",Pasti Pas Good,
2026-04-21,2026-04-21,14-289654,I,2026,Jl.Lintas Riau - Sumut Km.04 Kec.Bangko Pusako,Kab Rokan Hilir,DODO,SBM Riau II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"94,03","96,67",100,"94,01","96,5","65,6",Pasti Pas Good,
2026-04-22,2026-04-21,14-291736,I,2026,Jl.Sukarno Hatta - Tanjung Pinang,Kota Tanjung Pinang,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,47","96,67",100,"94,43",97,"58,66",Pasti Pas Good,
2026-04-13,2026-04-10,14-292132,I,2026,Jl. Samudera KM.8 Tembilahan,Kab Indragiri Hilir,,SBM Riau III Fuel,Re-CA3,BOA1,NOT CERTIFIED,NOT CERTIFIED,"56,52","64,44","47,57","58,31",80,"25,06",Basic,"Masa Berlaku APAR, Izin Prinsip, PELUMAS"
2026-04-08,2026-04-08,14-292143,I,2026,JL BACHARUDDIN YUSUF PARIT 8 TEMBILAHAN HULU,Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,62","96,67","97,12","96,51",99,"62,71",Pasti Pas Good,
2026-04-10,2026-04-08,14-292676,I,2026,Jl.Raya Rumbai Sejuk,Kab Indragiri Hilir,,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,97","96,67","97,12","92,6",97,"56,08",Pasti Pas Good,
2026-04-22,2026-04-21,14-292740,I,2026,"Jl. Ir. Sutami, Kel. Tanjung Pinang Timur",Kota Tanjung Pinang,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"94,36","96,67",100,"97,29",97,"62,01",Pasti Pas Good,
2026-04-14,2026-04-11,14-293134,I,2026,"Jl.Azki Aris, Rengat",Kab Indragiri Hulu,,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,41","96,67",100,"91,66",72,"48,68",Pasti Pas Good,
2026-04-10,2026-04-09,14-2936112,I,2026,Jl. Lintas Timur Siberida,Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,"88,92","96,67","98,08","88,09",82,"46,88",Pasti Pas Good,
2026-04-07,2026-04-06,14-2936131,I,2026,Jl. Raya lintas tengah Bongkal Malang,Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,11","96,67","98,08","92,99",94,"46,88",Pasti Pas Good,
2026-04-14,2026-04-14,14-293637,I,2026,DS. KOTO BARU KEC. KUANSING,Kab. Kuantan Singingi,DODO,SBM Riau III Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,"89,57","96,67","97,12","92,7",82,"46,88",Pasti Pas Good,
2026-04-14,2026-04-13,14-293640,I,2026,Taluk Kuantan,Kab Kuantan Singingi,,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,56","96,67","98,17","93,66",95,"58,61",Pasti Pas Good,
2026-04-10,2026-04-08,14-293642,I,2026,"Jl. Lintas Timur, Simpang Granit â€“ Siberida",Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,31","95,33","99,04","90,55",72,"46,88",Pasti Pas Good,
2026-04-14,2026-04-13,14-293644,I,2026,Desa Sitorajo Kuantan Tengah,Kab Kuantan Singingi,,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,2","96,67","98,17","88,09",92,"49,41",Pasti Pas Good,
2026-04-14,2026-04-11,14-293656,I,2026,Jl. Lintas Timur Pematang Reba Kec. Rengat Barat,Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,28","96,67",100,"92,6",99,"58,61",Pasti Pas Good,
2026-04-11,2026-04-09,14-293688,I,2026,Jl.Lintas Timur Pangkalan Kasai,Kab Indragiri Hulu,DODO,SBM Riau III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,12","96,67",100,"95,1",92,"38,88",Pasti Pas Good,
2026-04-24,2026-04-23,14-294716,I,2026,"Jl.Pattimura,Kabil - Batam",Kota Batam,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,93,"96,67",100,"92,65",89,"65,6",Pasti Pas Good,
2026-04-21,2026-04-17,14-294719,I,2026,"Jl. Jend.Sudirman, Sukajadi, Batam",Kota Batam,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,76","96,67",100,"95,9",92,"63,8",Pasti Pas Good,
2026-04-21,2026-04-17,14-294728,I,2026,Jl. Komplek Aviari,Kota Batam,,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,45","96,67",100,"96,19",80,"62,1",Pasti Pas Good,
2026-04-13,2026-04-10,14-294729,I,2026,"Jl. Duyung,Batu Ampar",Kota Batam,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,32","96,67",100,"91,79",68,"41,73",Pasti Pas Good,
2026-04-15,2026-04-13,14-294733,I,2026,"Jl. R.E Martadinata,Sekupang - Batam",Kota Batam,DODO,SBM Kepulauan Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,83","96,67",100,"92,89",80,"62,6",Pasti Pas Good,
